txn_id,customer_id,merchant_id,amount,timestamp,city,is_fraud
14149,557,19,18.31,2026-01-01 16:40:00,Faisalabad,0
13719,541,9,26.4,2026-01-01 16:40:00,Faisalabad,0
10402,409,67,43.69,2026-01-01 16:41:00,Faisalabad,0
9507,374,68,30.65,2026-01-01 16:57:00,Rawalpindi,0
10241,403,53,64.07,2026-01-01 17:15:00,Islamabad,0
10709,422,39,75.74,2026-01-01 17:16:00,Rawalpindi,0
12576,495,40,56.93,2026-01-01 17:17:00,Faisalabad,0
19939,788,150,33.04,2026-01-01 17:19:00,Islamabad,0
8132,321,26,21.82,2026-01-01 17:20:00,Faisalabad,0
18044,712,60,31.33,2026-01-01 17:29:00,Islamabad,0
10476,412,6,127.02,2026-01-01 17:30:00,Faisalabad,0
3322,131,130,26.25,2026-01-01 17:32:00,Karachi,0
2391,95,64,49.47,2026-01-01 17:35:00,Rawalpindi,0
2857,112,54,14.09,2026-01-01 17:39:00,Karachi,0
12648,498,26,81.2,2026-01-01 17:40:00,Karachi,0
12305,484,60,17.37,2026-01-01 17:51:00,Lahore,0
16226,639,79,32.31,2026-01-01 17:53:00,Karachi,0
20175,798,13,47.1,2026-01-01 17:53:00,Karachi,0
10971,433,116,23.73,2026-01-01 17:57:00,Islamabad,0
5979,236,84,51.43,2026-01-01 17:58:00,Rawalpindi,0
3406,135,92,46.52,2026-01-01 18:00:00,Faisalabad,0
14468,570,57,51.47,2026-01-01 18:00:00,Lahore,0
13650,538,90,32.72,2026-01-01 18:03:00,Faisalabad,0
5594,222,51,50.11,2026-01-01 18:15:00,Lahore,0
7485,294,44,76.77,2026-01-01 18:19:00,Faisalabad,0
15801,623,16,14.25,2026-01-01 18:19:00,Islamabad,0
20057,793,113,40.19,2026-01-01 18:20:00,Faisalabad,0
1223,50,10,5.45,2026-01-01 18:21:00,Multan,0
3684,147,75,2.93,2026-01-01 18:26:00,Islamabad,0
6266,248,110,39.23,2026-01-01 18:28:00,Karachi,0
14753,582,112,24.86,2026-01-01 18:30:00,Multan,0
8726,344,49,25.0,2026-01-01 18:33:00,Karachi,0
8266,326,4,67.53,2026-01-01 18:39:00,Faisalabad,0
15303,604,70,6.61,2026-01-01 18:44:00,Rawalpindi,0
3125,123,22,47.91,2026-01-01 18:45:00,Rawalpindi,0
17456,688,52,51.61,2026-01-01 18:46:00,Karachi,0
3629,145,77,30.34,2026-01-01 18:47:00,Lahore,0
13910,548,141,19.52,2026-01-01 18:47:00,Multan,0
1095,45,5,34.99,2026-01-01 18:48:00,Karachi,0
14703,580,88,44.96,2026-01-01 18:52:00,Rawalpindi,0
11402,449,29,35.44,2026-01-01 19:08:00,Lahore,0
14777,583,52,12.56,2026-01-01 19:11:00,Karachi,0
18802,742,150,41.57,2026-01-01 19:24:00,Faisalabad,0
4102,163,83,23.82,2026-01-01 19:25:00,Faisalabad,0
7866,310,126,38.3,2026-01-01 19:26:00,Lahore,0
14220,560,125,39.9,2026-01-01 19:36:00,Multan,0
9141,360,46,46.46,2026-01-01 19:41:00,Faisalabad,0
16279,641,138,81.43,2026-01-01 19:44:00,Rawalpindi,0
2093,84,142,60.89,2026-01-01 19:57:00,Karachi,0
1089,45,55,32.72,2026-01-01 19:59:00,Karachi,0
6622,262,66,53.08,2026-01-01 20:06:00,Karachi,0
17015,670,70,70.8,2026-01-01 20:06:00,Rawalpindi,0
20158,797,112,25.37,2026-01-01 20:06:00,Lahore,0
11291,444,135,17.73,2026-01-01 20:12:00,Multan,0
17460,688,55,33.88,2026-01-01 20:18:00,Karachi,0
14607,577,43,63.59,2026-01-01 20:23:00,Rawalpindi,0
6009,238,105,60.47,2026-01-01 20:55:00,Islamabad,0
1544,62,135,52.73,2026-01-01 21:02:00,Lahore,0
17134,675,52,27.7,2026-01-01 21:10:00,Karachi,0
10426,410,44,62.82,2026-01-01 21:27:00,Karachi,0
10075,396,126,80.2,2026-01-01 21:30:00,Multan,0
11910,468,46,18.93,2026-01-01 21:32:00,Karachi,0
11555,454,22,32.44,2026-01-01 21:36:00,Multan,0
13501,532,84,107.38,2026-01-01 21:44:00,Islamabad,0
15836,624,39,62.97,2026-01-01 22:49:00,Multan,0
9123,360,134,38.6,2026-01-01 23:05:00,Faisalabad,0
20479,124,93,760.66,2026-01-01 23:07:00,Islamabad,1
2861,112,141,17.18,2026-01-01 23:38:00,Karachi,0
7754,305,111,72.85,2026-01-01 23:39:00,Faisalabad,0
16124,635,141,55.16,2026-01-01 23:51:00,Karachi,0
14815,585,56,31.8,2026-01-02 02:13:00,Faisalabad,0
20514,174,27,135.0,2026-01-02 03:09:00,Karachi,1
15190,599,147,58.04,2026-01-02 03:20:00,Rawalpindi,0
6115,242,94,14.31,2026-01-02 03:48:00,Lahore,0
20477,274,37,216.49,2026-01-02 04:09:00,Multan,1
12673,499,130,48.99,2026-01-02 04:56:00,Multan,0
7452,293,60,22.15,2026-01-02 05:10:00,Rawalpindi,0
12351,486,18,16.47,2026-01-02 05:19:00,Multan,0
17820,702,31,13.55,2026-01-02 05:28:00,Islamabad,0
11591,456,59,32.47,2026-01-02 05:42:00,Lahore,0
12804,504,34,11.85,2026-01-02 06:32:00,Islamabad,0
5141,204,129,44.85,2026-01-02 06:43:00,Multan,0
5914,234,89,38.2,2026-01-02 06:52:00,Islamabad,0
3264,129,109,151.85,2026-01-02 06:53:00,Rawalpindi,0
11901,468,39,15.21,2026-01-02 07:09:00,Karachi,0
6165,244,54,23.0,2026-01-02 07:09:00,Rawalpindi,0
14961,590,66,23.53,2026-01-02 07:20:00,Islamabad,0
17244,680,83,49.51,2026-01-02 07:34:00,Lahore,0
6253,248,122,29.43,2026-01-02 07:35:00,Karachi,0
10807,426,88,66.03,2026-01-02 08:00:00,Islamabad,0
587,24,141,66.91,2026-01-02 08:01:00,Rawalpindi,0
11797,463,86,9.15,2026-01-02 08:04:00,Islamabad,0
13389,527,34,56.41,2026-01-02 08:14:00,Karachi,0
1059,44,100,33.71,2026-01-02 08:15:00,Rawalpindi,0
1268,52,37,96.46,2026-01-02 08:16:00,Faisalabad,0
6460,256,42,134.55,2026-01-02 08:20:00,Rawalpindi,0
19291,762,8,54.29,2026-01-02 08:26:00,Multan,0
18595,733,65,6.85,2026-01-02 08:27:00,Islamabad,0
14256,561,99,4.22,2026-01-02 08:38:00,Karachi,0
3493,139,101,48.78,2026-01-02 08:46:00,Lahore,0
1809,72,144,50.64,2026-01-02 08:47:00,Rawalpindi,0
12097,476,149,108.86,2026-01-02 08:59:00,Rawalpindi,0
2379,94,141,32.15,2026-01-02 09:00:00,Karachi,0
17881,705,120,13.6,2026-01-02 09:01:00,Rawalpindi,0
14643,578,115,88.51,2026-01-02 09:02:00,Islamabad,0
15027,593,36,40.08,2026-01-02 09:02:00,Karachi,0
18185,717,86,30.66,2026-01-02 09:03:00,Faisalabad,0
4344,174,9,44.13,2026-01-02 09:12:00,Rawalpindi,0
1094,45,84,33.48,2026-01-02 09:21:00,Karachi,0
6126,242,54,12.72,2026-01-02 09:22:00,Lahore,0
18447,728,121,86.27,2026-01-02 09:29:00,Lahore,0
1781,71,147,5.45,2026-01-02 09:33:00,Rawalpindi,0
1920,77,18,101.4,2026-01-02 09:35:00,Rawalpindi,0
18281,721,57,63.0,2026-01-02 09:37:00,Karachi,0
1676,67,89,53.47,2026-01-02 09:41:00,Faisalabad,0
12157,478,113,49.22,2026-01-02 09:41:00,Islamabad,0
9525,375,85,26.48,2026-01-02 09:44:00,Lahore,0
12642,498,68,17.1,2026-01-02 09:47:00,Karachi,0
2387,94,54,41.41,2026-01-02 09:49:00,Karachi,0
19363,765,93,19.35,2026-01-02 09:51:00,Lahore,0
12652,498,28,63.92,2026-01-02 10:09:00,Karachi,0
2423,96,143,35.46,2026-01-02 10:14:00,Multan,0
18837,743,19,11.81,2026-01-02 10:15:00,Rawalpindi,0
9395,370,49,8.73,2026-01-02 10:17:00,Faisalabad,0
17866,704,56,25.41,2026-01-02 10:29:00,Multan,0
17362,684,123,33.11,2026-01-02 10:34:00,Rawalpindi,0
15877,626,12,46.51,2026-01-02 10:37:00,Multan,0
17805,701,89,42.1,2026-01-02 10:40:00,Lahore,0
10163,400,45,38.1,2026-01-02 10:40:00,Karachi,0
15332,605,90,21.21,2026-01-02 10:41:00,Faisalabad,0
15879,626,27,7.9,2026-01-02 10:45:00,Multan,0
7389,291,21,105.6,2026-01-02 10:47:00,Lahore,0
6330,251,137,91.4,2026-01-02 11:01:00,Multan,0
10069,396,29,54.69,2026-01-02 11:09:00,Multan,0
1035,43,136,44.16,2026-01-02 11:10:00,Faisalabad,0
14783,583,47,14.64,2026-01-02 11:10:00,Karachi,0
14719,581,144,42.7,2026-01-02 11:13:00,Multan,0
15005,592,15,15.37,2026-01-02 11:13:00,Islamabad,0
7287,287,56,43.9,2026-01-02 11:15:00,Karachi,0
16408,646,22,98.13,2026-01-02 11:19:00,Lahore,0
5164,205,144,19.16,2026-01-02 11:21:00,Multan,0
15995,630,143,41.93,2026-01-02 11:23:00,Islamabad,0
994,42,111,10.48,2026-01-02 11:23:00,Karachi,0
17332,683,33,167.38,2026-01-02 11:24:00,Lahore,0
5182,206,79,68.99,2026-01-02 11:25:00,Lahore,0
17210,678,10,23.59,2026-01-02 11:30:00,Rawalpindi,0
16843,664,122,43.66,2026-01-02 11:31:00,Lahore,0
2425,96,99,38.94,2026-01-02 11:31:00,Multan,0
11840,465,45,58.28,2026-01-02 11:34:00,Multan,0
20139,796,64,42.19,2026-01-02 11:36:00,Faisalabad,0
5950,235,44,20.91,2026-01-02 11:38:00,Islamabad,0
16001,630,4,20.19,2026-01-02 11:39:00,Islamabad,0
14742,582,98,65.69,2026-01-02 11:40:00,Multan,0
949,40,124,85.34,2026-01-02 11:44:00,Multan,0
4472,179,53,77.43,2026-01-02 11:45:00,Lahore,0
2696,106,44,43.54,2026-01-02 12:04:00,Lahore,0
9635,380,8,74.95,2026-01-02 12:07:00,Rawalpindi,0
6513,258,111,34.05,2026-01-02 12:08:00,Rawalpindi,0
14318,564,24,21.14,2026-01-02 12:09:00,Rawalpindi,0
7682,302,60,55.7,2026-01-02 12:10:00,Faisalabad,0
15378,607,51,32.92,2026-01-02 12:10:00,Karachi,0
14451,569,141,132.87,2026-01-02 12:10:00,Lahore,0
5061,201,38,27.63,2026-01-02 12:10:00,Lahore,0
2162,86,1,63.49,2026-01-02 12:12:00,Multan,0
8268,326,74,59.78,2026-01-02 12:14:00,Faisalabad,0
17089,673,86,45.94,2026-01-02 12:18:00,Faisalabad,0
16064,633,82,32.4,2026-01-02 12:18:00,Lahore,0
9265,365,98,98.89,2026-01-02 12:19:00,Rawalpindi,0
15769,622,134,45.1,2026-01-02 12:21:00,Multan,0
10436,411,14,107.62,2026-01-02 12:30:00,Rawalpindi,0
5024,200,82,86.2,2026-01-02 12:31:00,Islamabad,0
12324,485,24,54.33,2026-01-02 12:33:00,Karachi,0
15620,616,74,91.77,2026-01-02 12:35:00,Multan,0
8412,331,118,211.02,2026-01-02 12:36:00,Faisalabad,0
12751,502,92,32.94,2026-01-02 12:43:00,Karachi,0
5834,231,54,45.24,2026-01-02 12:43:00,Karachi,0
13756,542,43,23.54,2026-01-02 12:48:00,Faisalabad,0
8067,318,53,37.81,2026-01-02 12:53:00,Lahore,0
14088,554,73,43.92,2026-01-02 12:56:00,Multan,0
2285,91,67,83.11,2026-01-02 13:11:00,Multan,0
1003,42,85,10.32,2026-01-02 13:16:00,Karachi,0
14558,574,25,58.12,2026-01-02 13:18:00,Lahore,0
9887,390,9,25.89,2026-01-02 13:20:00,Faisalabad,0
14456,569,62,112.56,2026-01-02 13:22:00,Lahore,0
15706,620,145,48.9,2026-01-02 13:24:00,Islamabad,0
3187,126,58,53.25,2026-01-02 13:30:00,Rawalpindi,0
15510,612,12,15.06,2026-01-02 13:30:00,Faisalabad,0
18624,735,93,8.05,2026-01-02 13:31:00,Rawalpindi,0
5473,217,23,68.66,2026-01-02 13:34:00,Islamabad,0
18034,711,10,40.8,2026-01-02 13:36:00,Lahore,0
16415,646,55,72.86,2026-01-02 13:36:00,Lahore,0
19977,790,114,21.29,2026-01-02 13:38:00,Islamabad,0
5699,226,63,18.68,2026-01-02 13:39:00,Rawalpindi,0
12195,479,20,39.53,2026-01-02 13:41:00,Rawalpindi,0
6633,262,123,82.51,2026-01-02 13:42:00,Karachi,0
3263,129,120,52.28,2026-01-02 13:43:00,Rawalpindi,0
14779,583,135,16.18,2026-01-02 13:43:00,Karachi,0
3510,139,49,46.75,2026-01-02 13:44:00,Lahore,0
10631,419,35,30.05,2026-01-02 13:49:00,Islamabad,0
1368,55,29,57.26,2026-01-02 13:50:00,Rawalpindi,0
5286,210,26,45.67,2026-01-02 13:55:00,Multan,0
4074,162,99,109.85,2026-01-02 13:58:00,Rawalpindi,0
2259,90,44,46.2,2026-01-02 14:00:00,Lahore,0
8819,348,36,18.59,2026-01-02 14:02:00,Islamabad,0
13591,535,8,9.27,2026-01-02 14:06:00,Karachi,0
19335,764,44,183.49,2026-01-02 14:13:00,Rawalpindi,0
12573,495,2,61.75,2026-01-02 14:13:00,Faisalabad,0
527,21,107,18.59,2026-01-02 14:13:00,Lahore,0
10815,426,145,51.08,2026-01-02 14:15:00,Islamabad,0
7063,279,83,37.0,2026-01-02 14:17:00,Islamabad,0
14834,585,57,25.69,2026-01-02 14:20:00,Faisalabad,0
13801,544,24,51.66,2026-01-02 14:20:00,Karachi,0
9633,380,13,44.4,2026-01-02 14:23:00,Rawalpindi,0
15151,597,33,91.43,2026-01-02 14:24:00,Lahore,0
4861,194,80,11.25,2026-01-02 14:33:00,Islamabad,0
1033,43,69,100.35,2026-01-02 14:45:00,Faisalabad,0
5954,236,44,52.62,2026-01-02 14:48:00,Rawalpindi,0
10512,414,26,52.86,2026-01-02 14:58:00,Karachi,0
13832,545,38,42.91,2026-01-02 15:03:00,Multan,0
15811,623,103,13.24,2026-01-02 15:03:00,Islamabad,0
9416,371,98,31.7,2026-01-02 15:07:00,Lahore,0
2439,97,31,26.96,2026-01-02 15:07:00,Islamabad,0
8408,331,78,170.07,2026-01-02 15:09:00,Faisalabad,0
7633,300,2,49.24,2026-01-02 15:13:00,Islamabad,0
19830,784,90,59.7,2026-01-02 15:14:00,Islamabad,0
1455,58,67,16.04,2026-01-02 15:14:00,Faisalabad,0
18440,728,2,151.97,2026-01-02 15:15:00,Lahore,0
11145,439,19,104.19,2026-01-02 15:23:00,Lahore,0
5184,206,3,103.14,2026-01-02 15:24:00,Lahore,0
12569,495,40,42.7,2026-01-02 15:25:00,Faisalabad,0
9178,362,122,25.94,2026-01-02 15:27:00,Faisalabad,0
18458,728,27,156.94,2026-01-02 15:29:00,Lahore,0
14419,568,138,56.67,2026-01-02 15:32:00,Multan,0
15320,604,148,6.47,2026-01-02 15:36:00,Rawalpindi,0
3019,119,12,56.25,2026-01-02 15:39:00,Multan,0
2933,116,114,133.81,2026-01-02 15:40:00,Rawalpindi,0
1610,65,102,23.79,2026-01-02 15:42:00,Rawalpindi,0
3845,153,56,39.61,2026-01-02 15:43:00,Rawalpindi,0
4716,188,150,49.89,2026-01-02 15:43:00,Lahore,0
2178,87,36,88.89,2026-01-02 15:47:00,Faisalabad,0
9095,358,135,69.25,2026-01-02 15:47:00,Multan,0
16592,654,50,61.2,2026-01-02 15:51:00,Faisalabad,0
753,31,44,22.04,2026-01-02 16:06:00,Lahore,0
7778,306,122,18.08,2026-01-02 16:10:00,Karachi,0
13236,522,23,69.04,2026-01-02 16:11:00,Multan,0
4736,189,63,11.85,2026-01-02 16:14:00,Islamabad,0
14115,555,57,32.33,2026-01-02 16:15:00,Islamabad,0
8628,340,83,12.26,2026-01-02 16:18:00,Multan,0
6076,241,90,44.01,2026-01-02 16:18:00,Islamabad,0
5692,225,117,29.76,2026-01-02 16:27:00,Islamabad,0
13398,528,93,103.39,2026-01-02 16:28:00,Faisalabad,0
12262,482,103,98.86,2026-01-02 16:35:00,Rawalpindi,0
15276,602,95,61.96,2026-01-02 16:38:00,Faisalabad,0
15085,595,101,85.1,2026-01-02 16:42:00,Multan,0
17473,689,31,43.65,2026-01-02 16:50:00,Multan,0
5961,236,28,103.06,2026-01-02 16:50:00,Rawalpindi,0
13796,544,110,67.21,2026-01-02 16:50:00,Karachi,0
14253,561,61,16.57,2026-01-02 16:53:00,Karachi,0
19039,752,82,37.78,2026-01-02 16:55:00,Islamabad,0
19435,768,146,32.68,2026-01-02 16:58:00,Lahore,0
14062,554,7,40.08,2026-01-02 16:59:00,Multan,0
12440,490,55,55.21,2026-01-02 17:00:00,Rawalpindi,0
12626,497,97,31.03,2026-01-02 17:04:00,Lahore,0
4893,195,120,17.24,2026-01-02 17:04:00,Karachi,0
9965,393,147,47.1,2026-01-02 17:06:00,Karachi,0
18731,739,6,36.36,2026-01-02 17:06:00,Rawalpindi,0
9997,394,116,49.51,2026-01-02 17:08:00,Islamabad,0
12754,502,31,107.59,2026-01-02 17:08:00,Karachi,0
19861,785,85,40.37,2026-01-02 17:09:00,Rawalpindi,0
3374,134,41,43.23,2026-01-02 17:11:00,Karachi,0
7562,297,122,37.96,2026-01-02 17:12:00,Karachi,0
5213,207,11,71.17,2026-01-02 17:14:00,Rawalpindi,0
16058,633,102,14.06,2026-01-02 17:15:00,Lahore,0
3665,146,72,14.41,2026-01-02 17:18:00,Islamabad,0
4830,192,57,15.48,2026-01-02 17:29:00,Rawalpindi,0
13051,514,99,25.31,2026-01-02 17:31:00,Multan,0
3809,152,16,25.05,2026-01-02 17:33:00,Lahore,0
