customer_id,home_city,avg_spend,favorite_category,risk_profile
52,Faisalabad,60.60807390741697,travel,low
53,Karachi,26.671477616821814,clothing,low
54,Karachi,53.910432433132705,fuel,low
55,Rawalpindi,54.84421487556002,entertainment,high
56,Multan,30.641550975625748,clothing,low
57,Rawalpindi,64.89552476265938,utilities,low
58,Faisalabad,24.823381261525903,utilities,low
59,Faisalabad,33.74562984662302,pharmacy,low
60,Karachi,23.718245119921384,restaurant,low
61,Multan,32.61838955295357,travel,medium
62,Lahore,42.985718354712915,grocery,high
63,Lahore,46.70946911588866,restaurant,low
64,Rawalpindi,62.36948648567392,restaurant,low
65,Rawalpindi,33.40657343553677,online_retail,medium
66,Multan,72.17976144261536,electronics,medium
67,Faisalabad,45.802881969725426,online_retail,low
68,Multan,64.55447635104684,travel,high
69,Multan,20.392556079198567,clothing,low
70,Multan,18.74219673583077,grocery,low
71,Rawalpindi,15.464940207911674,electronics,low
72,Rawalpindi,39.383774024152146,entertainment,low
73,Islamabad,57.63375175023715,pharmacy,high
74,Lahore,171.59102113113406,clothing,low
75,Faisalabad,8.846339954546771,restaurant,low
76,Faisalabad,22.62715110197594,grocery,high
77,Rawalpindi,154.28426764034694,clothing,low
78,Multan,39.24093534027518,restaurant,high
79,Multan,56.785982952583616,electronics,high
80,Rawalpindi,32.04791207093497,clothing,low
81,Rawalpindi,91.09955381740143,entertainment,high
82,Multan,71.4661234021371,fuel,low
83,Karachi,32.190952826774996,pharmacy,low
84,Karachi,57.6610121344619,entertainment,low
85,Multan,18.945958189064953,grocery,low
86,Multan,65.40224689359232,pharmacy,high
87,Faisalabad,72.21266247326251,grocery,low
88,Lahore,47.93049665128817,pharmacy,low
89,Islamabad,46.63683844858606,fuel,medium
90,Lahore,55.676784070627626,fuel,medium
91,Multan,74.76128311890196,electronics,medium
92,Lahore,12.658055369484716,travel,low
93,Lahore,111.72836023549307,entertainment,high
94,Karachi,43.78355660974602,restaurant,low
95,Rawalpindi,43.55173775641131,travel,low
96,Multan,41.59528243761544,restaurant,medium
97,Islamabad,18.982537648996445,entertainment,medium
98,Multan,31.158230523475336,online_retail,low
99,Karachi,51.717228793517194,entertainment,medium
100,Rawalpindi,15.754803636346743,fuel,low
101,Rawalpindi,8.369442856720347,clothing,high
102,Faisalabad,36.766862228756146,pharmacy,low
103,Faisalabad,23.541449265895704,entertainment,low
104,Faisalabad,12.791933704993207,electronics,low
105,Karachi,32.1700324643284,fuel,high
106,Lahore,47.013777691406375,pharmacy,high
107,Lahore,124.03048855230173,utilities,low
108,Multan,24.637729352000235,fuel,low
109,Multan,16.12613864922452,fuel,medium
110,Lahore,51.885931237387275,electronics,low
111,Rawalpindi,62.133008043678466,grocery,high
112,Karachi,15.926151969442941,electronics,low
113,Lahore,37.479987341685806,pharmacy,high
114,Lahore,32.56851520395315,entertainment,low
115,Karachi,54.27543577112931,clothing,low
116,Rawalpindi,108.51412352469112,travel,low
117,Karachi,51.01840208560353,entertainment,low
118,Karachi,56.812683699347176,utilities,low
119,Multan,70.99618900090606,travel,low
120,Karachi,51.957923472516626,travel,low
121,Faisalabad,74.78643575664836,fuel,high
122,Lahore,29.228806272768274,electronics,low
123,Rawalpindi,45.303627093878745,online_retail,low
124,Islamabad,39.30785039706171,online_retail,low
125,Faisalabad,10.966572099003718,travel,high
126,Rawalpindi,37.83385525912233,grocery,medium
127,Rawalpindi,28.844049223741923,electronics,low
128,Lahore,105.5344645872056,online_retail,medium
129,Rawalpindi,97.23115178030517,pharmacy,high
130,Lahore,61.7999490427296,fuel,low
131,Karachi,18.48883892287033,fuel,low
132,Multan,32.534829903332685,travel,high
133,Karachi,48.477429700044304,online_retail,low
134,Karachi,36.896095400553,clothing,high
135,Faisalabad,45.15233542344026,fuel,high
136,Lahore,23.348764821970395,travel,low
137,Multan,102.9021324604673,electronics,low
138,Lahore,50.75118334501995,entertainment,medium
139,Lahore,41.37673399415189,electronics,low
140,Karachi,41.49361360163657,restaurant,low
141,Faisalabad,29.535794535372062,travel,low
142,Faisalabad,45.95752624551628,fuel,high
143,Faisalabad,75.46177263134452,grocery,low
144,Karachi,29.4090382330285,online_retail,medium
145,Lahore,24.856432809057203,online_retail,low
146,Islamabad,34.99612397431055,travel,low
147,Islamabad,39.53600567931631,online_retail,medium
148,Rawalpindi,20.12567671380405,entertainment,medium
149,Rawalpindi,79.91411183897691,travel,low
150,Karachi,62.00920075872943,fuel,low
151,Islamabad,41.42286988238796,fuel,low
152,Lahore,22.681642327549774,utilities,high
153,Rawalpindi,45.744038026019695,entertainment,low
154,Lahore,40.30924308761861,pharmacy,low
155,Lahore,125.64979195176811,grocery,low
156,Multan,50.798387547122644,travel,low
157,Multan,37.343798664871436,entertainment,low
158,Karachi,68.99708528285038,grocery,low
159,Multan,15.175871815082115,electronics,high
160,Karachi,27.821475259913857,electronics,low
161,Multan,48.9688430476985,electronics,medium
162,Rawalpindi,105.80347592627878,fuel,high
163,Faisalabad,37.06705774520266,electronics,low
164,Multan,58.092838465363705,fuel,low
165,Multan,16.77892856432265,utilities,low
166,Lahore,44.82589360216069,utilities,low
167,Lahore,83.91271232075678,online_retail,low
168,Rawalpindi,25.588738596948282,utilities,high
169,Multan,45.599289247866544,entertainment,high
170,Islamabad,29.269703644250285,clothing,high
171,Karachi,93.21915327633064,pharmacy,low
172,Karachi,56.602956548051,clothing,low
173,Faisalabad,14.969625965997299,restaurant,low
174,Rawalpindi,54.602814166217115,clothing,low
175,Faisalabad,33.78218127756462,pharmacy,low
176,Lahore,114.68848581036679,grocery,low
177,Faisalabad,100.24304226230251,utilities,high
178,Multan,88.6835114172131,electronics,medium
179,Lahore,65.58524940196953,entertainment,low
180,Karachi,10.817885931818529,entertainment,low
181,Islamabad,86.83456581387937,restaurant,low
182,Islamabad,29.223208073303592,electronics,low
183,Karachi,82.39927121020644,pharmacy,high
184,Islamabad,11.101947312366175,restaurant,low
185,Faisalabad,38.654734237666304,entertainment,low
186,Rawalpindi,74.28330321825042,clothing,low
187,Multan,14.064898626790004,entertainment,low
188,Lahore,49.66851935944712,entertainment,low
189,Islamabad,21.11214908536799,electronics,low
190,Karachi,52.58712357301322,clothing,low
191,Lahore,40.37013632259939,electronics,high
192,Rawalpindi,16.121174471268052,entertainment,low
193,Karachi,15.838012646671164,clothing,medium
194,Islamabad,27.913318726097206,utilities,high
195,Karachi,17.247896915477227,pharmacy,low
196,Karachi,53.97517168145918,clothing,low
197,Multan,77.35785685319047,travel,high
198,Islamabad,44.612753052019855,grocery,low
199,Lahore,23.85719526619232,online_retail,low
200,Islamabad,64.68939971217327,grocery,low
201,Lahore,20.352657038408772,pharmacy,high
202,Karachi,31.851634536392698,clothing,low
203,Karachi,66.4073952156508,travel,medium
204,Multan,26.160586708002345,online_retail,low
205,Multan,18.92591481673199,grocery,low
206,Lahore,71.81870322469395,electronics,medium
207,Rawalpindi,58.24189816348899,restaurant,low
208,Multan,115.86558691417008,grocery,low
209,Islamabad,84.65855008732206,utilities,medium
210,Multan,67.2459357204806,restaurant,high
211,Faisalabad,107.36867076844604,restaurant,low
212,Lahore,31.784055323654613,clothing,medium
213,Islamabad,34.43790985652499,grocery,low
214,Islamabad,41.20034290558608,fuel,medium
215,Rawalpindi,22.903157925780885,fuel,low
216,Rawalpindi,62.88674685986072,electronics,low
217,Islamabad,43.66322120670429,entertainment,low
218,Faisalabad,55.537947225737625,utilities,low
219,Rawalpindi,64.03071535275879,restaurant,medium
220,Karachi,21.59876017624873,restaurant,medium
221,Karachi,57.770830686767155,online_retail,low
222,Lahore,34.99555293255083,restaurant,medium
223,Rawalpindi,43.48956460761839,pharmacy,low
224,Faisalabad,36.47047091818896,fuel,low
225,Islamabad,30.826410202212784,restaurant,high
226,Rawalpindi,27.359474321730378,electronics,low
227,Faisalabad,46.737279404410394,grocery,low
228,Faisalabad,131.74118146103496,fuel,low
229,Karachi,26.94639502307759,travel,medium
230,Islamabad,44.30320502578021,clothing,low
231,Karachi,42.22989427806085,fuel,medium
232,Lahore,37.13549954864198,fuel,medium
233,Faisalabad,42.85096386461866,pharmacy,high
234,Islamabad,27.527669716960453,electronics,medium
235,Islamabad,25.534979084063636,pharmacy,low
236,Rawalpindi,77.22784968389443,entertainment,low
237,Faisalabad,30.81374439859565,entertainment,low
238,Islamabad,40.45285461817226,grocery,low
239,Lahore,96.71926535342486,clothing,low
240,Karachi,66.08328644779749,utilities,low
241,Islamabad,42.3882267997193,grocery,low
242,Lahore,13.61354549250331,utilities,high
243,Faisalabad,75.0660318052944,pharmacy,low
244,Rawalpindi,29.209688390772055,pharmacy,high
245,Faisalabad,50.72930149697498,utilities,low
246,Multan,41.77874097188569,electronics,low
247,Faisalabad,29.403537025452795,utilities,high
248,Karachi,33.74691655347102,clothing,high
249,Lahore,20.496185494497798,online_retail,medium
250,Lahore,68.55908134701676,entertainment,low
251,Multan,68.90018676355557,fuel,low
252,Islamabad,23.882241634608814,online_retail,low
253,Lahore,16.602158594258135,pharmacy,low
254,Multan,44.58704306924629,pharmacy,medium
255,Rawalpindi,145.98152858427594,electronics,medium
256,Rawalpindi,101.46013852193303,clothing,low
257,Multan,56.270805843971004,clothing,low
258,Rawalpindi,26.515684640080032,online_retail,low
259,Islamabad,29.05118359719279,online_retail,low
260,Rawalpindi,11.216126474753288,clothing,low
261,Multan,90.38120227622173,restaurant,low
262,Karachi,64.71790122977006,online_retail,low
263,Rawalpindi,5.830613068741602,online_retail,low
264,Rawalpindi,32.32586475863533,restaurant,medium
265,Multan,96.39239290807897,utilities,low
266,Islamabad,38.68473802373689,online_retail,low
267,Multan,19.899324688511797,grocery,low
268,Islamabad,54.03742008960777,clothing,medium
269,Karachi,15.341067342657675,online_retail,high
270,Multan,43.75901525542514,utilities,low
271,Rawalpindi,45.05089797158915,pharmacy,high
272,Faisalabad,36.56708266083415,travel,high
273,Faisalabad,141.74709478659284,fuel,low
274,Multan,18.548345472804222,travel,low
275,Rawalpindi,12.954709066835212,restaurant,low
276,Rawalpindi,155.01405099922337,electronics,low
277,Islamabad,27.643054394140325,entertainment,low
278,Rawalpindi,34.8155009271447,utilities,low
279,Islamabad,31.77421902184226,electronics,low
280,Karachi,38.319503491336576,clothing,low
281,Karachi,11.966195436608201,fuel,high
282,Karachi,48.947328436214114,grocery,low
283,Lahore,28.478443254446095,fuel,low
284,Faisalabad,53.22448892068216,utilities,low
285,Lahore,33.6172896527967,travel,low
286,Faisalabad,19.285374833537468,utilities,low
287,Karachi,48.53220990350468,online_retail,low
288,Faisalabad,16.5142831374554,online_retail,high
289,Karachi,16.645175821746626,restaurant,medium
290,Rawalpindi,23.151400200023716,grocery,high
291,Lahore,78.96810810004565,online_retail,medium
292,Karachi,6.915161633583284,restaurant,low
293,Rawalpindi,28.081899216573397,entertainment,low
294,Faisalabad,50.59497884437587,grocery,low
295,Multan,125.79261547983899,fuel,low
296,Lahore,3.218540671098488,travel,low
297,Karachi,44.33300346426472,travel,low
298,Rawalpindi,35.66047764333524,entertainment,low
299,Multan,11.88890682894356,utilities,low
300,Islamabad,55.097790358293615,travel,medium
301,Multan,46.60488791863182,entertainment,low
302,Faisalabad,69.22216768862245,entertainment,low
303,Faisalabad,36.25095615365856,restaurant,low
304,Rawalpindi,63.188910431658975,travel,low
305,Faisalabad,54.06705157966152,clothing,medium
306,Karachi,24.726455300356818,clothing,high
307,Multan,13.078280774649796,travel,low
308,Rawalpindi,23.456673677878243,fuel,low
309,Islamabad,36.95292599691141,travel,high
310,Lahore,55.19736373910461,clothing,low
311,Karachi,27.491713034256833,clothing,high
312,Islamabad,43.06366778241614,pharmacy,low
313,Multan,31.978828200798436,electronics,low
314,Karachi,46.2394464856923,restaurant,high
315,Karachi,26.524099661968464,online_retail,low
316,Rawalpindi,102.84612746846919,restaurant,medium
317,Rawalpindi,18.83336193197913,fuel,low
318,Lahore,67.36045858948238,online_retail,low
319,Faisalabad,38.20432216920992,pharmacy,low
320,Multan,57.210813429045736,travel,high
321,Faisalabad,63.12945433035781,grocery,low
322,Karachi,67.38718823602935,online_retail,medium
323,Faisalabad,51.47329012954827,utilities,high
324,Rawalpindi,45.306007193281566,grocery,high
325,Multan,23.101098611990597,online_retail,low
326,Faisalabad,57.05661786119733,grocery,low
327,Islamabad,83.28230214164422,clothing,low
328,Faisalabad,3.556190483245705,online_retail,high
329,Multan,45.691589966849456,entertainment,medium
330,Multan,29.381772166309975,fuel,low
331,Faisalabad,113.78363952839274,fuel,low
332,Islamabad,53.10014311196606,online_retail,low
333,Faisalabad,34.89188426876045,grocery,low
334,Faisalabad,69.6880856126303,pharmacy,high
335,Rawalpindi,60.142865918617304,online_retail,medium
336,Rawalpindi,41.16277026458222,restaurant,low
337,Faisalabad,28.765773693768516,restaurant,medium
338,Multan,30.049742823249467,entertainment,high
339,Lahore,87.20657873131445,online_retail,low
340,Multan,33.08456402763363,utilities,medium
341,Rawalpindi,23.347905446162535,grocery,high
342,Lahore,39.15639825229529,online_retail,medium
343,Karachi,46.015719604083195,travel,low
344,Karachi,26.12408010409159,grocery,low
345,Islamabad,63.03169096511813,online_retail,low
346,Islamabad,75.93955446261617,fuel,low
347,Faisalabad,94.29822314452075,pharmacy,low
348,Islamabad,26.59543810461127,online_retail,high
349,Islamabad,27.878109278736886,online_retail,low
350,Islamabad,137.89788386472318,electronics,low
351,Faisalabad,52.641267370667975,grocery,low
352,Rawalpindi,44.30120185953507,entertainment,low
353,Lahore,39.92625196360897,pharmacy,high
354,Karachi,129.98667824765218,electronics,low
355,Rawalpindi,67.6505818310661,grocery,low
356,Lahore,35.72842162298071,fuel,low
357,Karachi,10.503517309392391,grocery,low
358,Multan,53.740581168580604,restaurant,low
359,Karachi,35.28223449104937,restaurant,low
360,Faisalabad,39.19403281133654,electronics,medium
361,Multan,102.02584535157756,fuel,medium
362,Faisalabad,22.246213629641087,clothing,low
363,Islamabad,73.58369689273528,restaurant,low
364,Multan,43.33585362387502,utilities,medium
365,Rawalpindi,63.65149221983134,electronics,low
366,Karachi,53.75666907551316,clothing,low
367,Lahore,26.112290921746858,utilities,low
368,Lahore,52.96377572155264,clothing,low
369,Multan,31.597386335656523,online_retail,low
370,Faisalabad,22.85912205602137,fuel,high
371,Lahore,34.72198844842334,utilities,low
372,Rawalpindi,40.08370229603107,fuel,low
373,Lahore,33.45830782029692,clothing,high
374,Rawalpindi,22.051244377937163,utilities,low
375,Lahore,46.424865376890565,utilities,medium
376,Lahore,92.41675444856843,pharmacy,high
377,Multan,30.030899168703616,online_retail,low
378,Rawalpindi,44.94505653422735,pharmacy,low
379,Lahore,10.027797050807397,entertainment,low
380,Rawalpindi,68.59994693989576,pharmacy,high
381,Lahore,112.70545781101612,online_retail,medium
382,Faisalabad,24.476135462950268,electronics,low
383,Faisalabad,29.975690356227826,pharmacy,low
384,Rawalpindi,74.4342319747995,travel,low
385,Rawalpindi,37.29562283036735,restaurant,low
386,Faisalabad,16.872379779926987,restaurant,high
387,Rawalpindi,19.837248280783825,entertainment,medium
388,Rawalpindi,59.98088295244156,clothing,low
389,Multan,9.673532669164311,entertainment,low
390,Faisalabad,27.66315602340995,travel,low
391,Faisalabad,16.508500235512148,utilities,low
392,Islamabad,86.81098753395084,pharmacy,low
393,Karachi,48.99602114394647,electronics,low
394,Islamabad,52.2636589005317,travel,low
395,Karachi,26.097880953856063,travel,low
396,Multan,67.6292110682946,utilities,low
397,Rawalpindi,14.249600493635143,online_retail,low
398,Islamabad,56.76090555043591,grocery,high
399,Faisalabad,64.32699119070404,pharmacy,high
400,Karachi,26.049067471646236,travel,high
401,Karachi,35.90947118039018,pharmacy,low
402,Islamabad,25.400548596961766,pharmacy,low
403,Islamabad,67.7204886361033,utilities,medium
404,Rawalpindi,64.50771331489948,clothing,medium
405,Multan,54.283835666179215,grocery,medium
406,Multan,101.43560616339742,fuel,low
407,Lahore,34.245760954032896,fuel,medium
408,Rawalpindi,25.512467260444435,online_retail,low
409,Faisalabad,67.00813160505949,entertainment,medium
410,Karachi,55.11781990543567,travel,low
411,Rawalpindi,97.8381686745533,travel,low
412,Faisalabad,84.34566042825205,grocery,low
413,Lahore,79.68349515280431,clothing,low
414,Karachi,55.32540098021501,online_retail,medium
415,Rawalpindi,83.07658481727489,fuel,low
416,Islamabad,52.48005117379372,utilities,low
417,Islamabad,58.1364619049934,travel,low
418,Multan,91.98504460828761,entertainment,low
419,Islamabad,31.95238146812708,online_retail,high
420,Rawalpindi,8.061955489466946,entertainment,low
421,Islamabad,15.711321870881116,pharmacy,low
422,Rawalpindi,77.12273277273262,travel,low
423,Islamabad,14.955535083879836,clothing,low
424,Islamabad,29.473084361722314,fuel,low
425,Lahore,50.59747157199336,fuel,medium
426,Islamabad,58.03953646638226,electronics,medium
427,Rawalpindi,12.643844487040573,entertainment,medium
428,Rawalpindi,111.79585526461231,restaurant,low
429,Karachi,56.56375270460448,fuel,low
430,Rawalpindi,74.68627373733416,travel,medium
431,Islamabad,25.68518332940861,utilities,low
432,Multan,6.077704501784355,utilities,medium
433,Islamabad,48.46723331834349,electronics,medium
434,Karachi,33.27638904691344,clothing,low
435,Karachi,25.444405720604163,pharmacy,low
436,Karachi,47.13563923323033,clothing,low
437,Lahore,98.5097901157678,entertainment,low
438,Karachi,90.72163717450498,clothing,low
439,Lahore,109.34966701802819,grocery,high
440,Multan,27.219044880292824,clothing,low
441,Rawalpindi,15.905489478049915,restaurant,high
442,Rawalpindi,13.211487963396387,travel,low
443,Lahore,50.103797705974905,grocery,medium
444,Multan,51.48556182004483,clothing,medium
445,Faisalabad,38.271643313182715,travel,medium
446,Faisalabad,39.095155064226084,pharmacy,low
447,Karachi,36.87815828966419,grocery,high
448,Islamabad,19.627400473153955,travel,low
449,Lahore,66.90538977204592,electronics,low
450,Faisalabad,49.101622726004,travel,medium
451,Lahore,19.164650386523366,utilities,medium
452,Rawalpindi,42.29117777362214,grocery,low
453,Karachi,24.603294961613898,restaurant,high
454,Multan,53.701594829738596,clothing,high
455,Lahore,37.53335731392513,fuel,low
456,Lahore,39.34725836812951,entertainment,low
457,Faisalabad,73.65035626577554,utilities,high
458,Multan,76.69041164395054,utilities,low
459,Karachi,47.88039560553019,entertainment,low
460,Faisalabad,24.22275713806269,travel,low
461,Faisalabad,48.399254676906196,clothing,low
462,Multan,51.250543853042814,online_retail,low
463,Islamabad,11.296903623328827,utilities,low
464,Multan,21.21080868005083,grocery,low
465,Multan,62.63590375714321,electronics,low
466,Karachi,31.1577389581291,fuel,low
467,Islamabad,16.151512428814186,electronics,medium
468,Karachi,11.73523191752632,fuel,low
469,Karachi,26.30130823894963,entertainment,low
470,Lahore,15.55591168370249,restaurant,low
471,Lahore,40.06819260559803,online_retail,low
472,Faisalabad,94.26876943468572,utilities,high
473,Faisalabad,42.23533558331818,clothing,medium
474,Lahore,17.479380090485108,fuel,low
475,Islamabad,44.557713254970594,clothing,low
476,Rawalpindi,103.22963430482835,travel,high
477,Lahore,34.12425137878248,fuel,medium
478,Islamabad,50.39322779142647,utilities,low
479,Rawalpindi,39.18051288410251,fuel,medium
480,Faisalabad,20.945121348889344,electronics,high
481,Multan,44.570278896995575,fuel,medium
482,Rawalpindi,84.70292526876187,restaurant,low
483,Islamabad,26.966935150929803,restaurant,low
484,Lahore,12.361754352550756,grocery,medium
485,Karachi,42.63708027340441,clothing,low
486,Multan,15.413629529548071,utilities,low
487,Islamabad,36.57895803329096,travel,low
488,Lahore,62.84451668585917,travel,high
489,Rawalpindi,52.710147290539894,clothing,high
490,Rawalpindi,43.507889725607576,online_retail,low
491,Islamabad,55.9336730510926,entertainment,low
492,Multan,75.6986834156294,travel,low
493,Faisalabad,61.23491838234051,electronics,low
494,Multan,25.171917732400484,grocery,low
495,Faisalabad,56.160276969948605,pharmacy,low
496,Multan,59.107472972794966,clothing,low
497,Lahore,57.61927222739337,electronics,low
498,Karachi,51.01622016894605,utilities,high
499,Multan,78.11885983488516,grocery,low
500,Rawalpindi,94.39753030689016,clothing,high
501,Multan,37.87627480336573,grocery,low
502,Karachi,142.30478994411357,travel,low
503,Multan,14.133062722196868,travel,low
504,Islamabad,9.05643240712152,restaurant,medium
505,Multan,50.332565464736874,online_retail,high
506,Rawalpindi,77.33629816074539,travel,high
507,Lahore,18.641321070213728,travel,medium
508,Islamabad,24.984108660332154,online_retail,medium
509,Islamabad,46.00418827720733,pharmacy,low
510,Rawalpindi,12.711152620474834,electronics,medium
511,Karachi,17.603670501119893,pharmacy,medium
512,Faisalabad,16.755093154933014,travel,low
513,Islamabad,39.699998012256025,online_retail,medium
514,Multan,42.84251690567867,grocery,high
515,Faisalabad,54.70126383069477,electronics,low
516,Islamabad,21.420896748837443,clothing,low
517,Islamabad,5.730542071041777,electronics,low
518,Faisalabad,28.973907195370014,entertainment,high
519,Lahore,65.1601444411674,entertainment,high
520,Faisalabad,61.78743954050652,online_retail,low
521,Lahore,51.344746548951385,fuel,medium
522,Multan,48.798105177376975,pharmacy,low
523,Multan,25.51155732997837,travel,low
524,Rawalpindi,17.576946368510267,travel,low
525,Lahore,81.4365077558161,fuel,low
526,Islamabad,40.96700531348516,entertainment,low
527,Karachi,49.63181867618473,clothing,medium
528,Faisalabad,85.1103240161053,travel,low
529,Lahore,42.0380683743943,grocery,low
530,Rawalpindi,37.62627490610781,utilities,low
531,Karachi,25.76546786653283,restaurant,high
532,Islamabad,69.55286533661503,entertainment,low
533,Lahore,19.60270832676953,entertainment,low
534,Faisalabad,81.55442639256842,electronics,low
535,Karachi,8.556011740963827,electronics,low
536,Faisalabad,34.88859116400535,electronics,high
537,Rawalpindi,47.4476565587187,restaurant,high
538,Faisalabad,37.234164666247494,clothing,high
539,Multan,41.40374201980834,clothing,medium
540,Faisalabad,54.42820270634799,travel,medium
541,Faisalabad,21.120859305208633,fuel,high
542,Faisalabad,36.57337851403464,entertainment,low
543,Karachi,20.688875446234306,online_retail,low
544,Karachi,51.113979854558984,utilities,low
545,Multan,43.75322204806389,restaurant,low
546,Lahore,32.29821785020929,clothing,high
547,Faisalabad,31.662301058997514,pharmacy,medium
548,Multan,25.06548852125443,clothing,medium
549,Lahore,12.959097622783805,clothing,medium
550,Rawalpindi,66.77113204818686,clothing,low
551,Multan,14.991406874242722,utilities,medium
552,Rawalpindi,34.743128904231305,travel,high
553,Karachi,51.143295687037934,travel,low
554,Multan,37.557506991797055,travel,high
555,Islamabad,28.05626291276475,pharmacy,low
556,Multan,50.38521289574115,entertainment,low
557,Faisalabad,20.256478810991908,travel,high
558,Islamabad,39.246928470488896,fuel,high
559,Rawalpindi,17.315342387390974,fuel,medium
560,Multan,39.02604952057566,online_retail,low
561,Karachi,14.927547006018656,online_retail,high
562,Lahore,12.064659244225563,pharmacy,low
563,Rawalpindi,75.01284158898595,travel,high
564,Rawalpindi,18.34776516476976,online_retail,low
565,Faisalabad,119.52863703752284,restaurant,low
566,Faisalabad,26.92192337740072,grocery,low
567,Karachi,26.272948574527284,entertainment,low
568,Multan,44.26823221794401,pharmacy,medium
569,Lahore,112.36303027636806,travel,low
570,Lahore,43.43849433431602,entertainment,low
571,Faisalabad,23.387176485157937,grocery,low
572,Rawalpindi,80.99419063540464,restaurant,low
573,Faisalabad,19.445769521421276,restaurant,high
574,Lahore,54.63781532999123,travel,low
575,Islamabad,56.790790996752555,pharmacy,low
576,Multan,81.4792382181844,online_retail,medium
577,Rawalpindi,82.15160519391998,electronics,low
578,Islamabad,55.23030337660321,entertainment,low
579,Faisalabad,23.756868921396396,pharmacy,low
580,Rawalpindi,31.593557402334973,travel,high
581,Multan,41.012390220881834,grocery,low
582,Multan,63.95217005075206,electronics,low
583,Karachi,19.477617243338816,clothing,low
584,Karachi,8.580484115250888,electronics,medium
585,Faisalabad,29.28093452510781,electronics,low
586,Rawalpindi,32.417939779826455,electronics,low
587,Faisalabad,17.044869941570308,restaurant,medium
588,Rawalpindi,74.75828664141345,clothing,low
589,Lahore,16.647663965174463,grocery,medium
590,Islamabad,56.74156585448416,grocery,low
591,Islamabad,47.65676925111409,pharmacy,low
592,Islamabad,10.955501366620096,online_retail,medium
593,Karachi,28.398513151641975,fuel,medium
594,Multan,56.15062782202042,online_retail,low
595,Multan,63.084395070923264,restaurant,low
596,Karachi,64.71521067527833,restaurant,medium
597,Lahore,80.63957083483061,utilities,low
598,Faisalabad,58.859159947735456,utilities,low
599,Rawalpindi,54.71261514913893,fuel,low
600,Faisalabad,48.96528994075319,utilities,low
601,Karachi,15.94480817825865,fuel,low
602,Faisalabad,72.64042463990934,clothing,low
603,Faisalabad,59.28432898641327,clothing,low
604,Rawalpindi,6.590842278330509,grocery,medium
605,Faisalabad,23.68981654321639,clothing,low
606,Rawalpindi,58.07359012019686,entertainment,low
607,Karachi,37.457864157616925,electronics,low
608,Faisalabad,78.01988176775636,pharmacy,high
609,Multan,77.59019502709523,clothing,low
610,Rawalpindi,57.15999162603735,online_retail,high
611,Rawalpindi,30.646931614696836,clothing,medium
612,Faisalabad,17.488012914882386,clothing,low
613,Karachi,43.177990464154554,online_retail,medium
614,Faisalabad,25.4045717378006,electronics,low
615,Karachi,93.64936898945625,online_retail,low
616,Multan,91.77636937693339,pharmacy,low
617,Multan,35.97448226810394,clothing,high
618,Rawalpindi,29.8936304326221,clothing,low
619,Lahore,18.045437157075526,online_retail,low
620,Islamabad,35.44138041650617,grocery,medium
621,Multan,62.08262046560207,grocery,low
622,Multan,65.73490571581434,travel,medium
